ID;ZONENUMBER;VRP_RU;ACCOUNTID;START_TIME;END_TIME;METHOD_;SAP_INITIATIONSOURCE;GPS;"(SUM((((CASE WHEN (0<BONUSPOINTSWRITEOFFSUM) THEN ((NVL(BONUSPOINTSWRITEOFFSUM,0))/100) ELSE ((NVL(BONUSPOINTSREFILLSUM,0))/100)"
1345908713;4216;Х050НМ799;6355991;1775452080000;1775452740000;;androidMobileApp;;13.33
1345893571;4165;Т393ТТ197;826331;1775449380000;1775450460000;;androidMobileApp;55.8449554,37.5073379;17
1345878887;4098;Х755ОЕ797;6264288;1775422800000;1775434740000;sbp;iosMobileApp;;265.34
1345892341;4053;У154ХМ799;9094429;1775449020000;1775449440000;;androidMobileApp;55.6085627,37.7181211;4
1345893359;70023;Т763УА790;6762387;1775449320000;1775449440000;bankCard;androidMobileApp;;10
1345905017;4258;А191АН777;8104871;1775451600000;1775452020000;;parkomatika;;8
1345891966;4080;О272ВО71;8374574;1775448900000;1775456100000;;iosMobileApp;55.6721810541589,37.7796495474663;80
1345898527;60104;У011КХ790;7626745;1775450520000;1775452260000;;yandex;;18.67
1345905219;20212;С840СС190;368745;1775451660000;1775455260000;;iosMobileApp;;50
1345878975;6086;О229МХ797;8612372;1775431320000;1775433120000;;androidMobileApp;55.6095767,37.3005417;20
1345913688;60108;Х259ХН799;1610551;1775452740000;1775456340000;;iosMobileApp;;40
1345889515;4056;Р594ВН977;9708940;1775448000000;1775448480000;;iosMobileApp;55.655412012763,37.6192448381685;4.67
1345875058;4226;К524ТТ95;13993684;1775425980000;1775427240000;;androidMobileApp;55.79636,37.71197;20
1345875805;4115;К298КС977;11370307;1775426760000;1775428020000;;androidMobileApp;55.7967435,37.5820536;20
1345904387;4091;В307ТВ125;10295222;1775451540000;1775473140000;;androidMobileApp;55.8141954,37.7721943;240
1345887307;0301;В337УС790;5343311;1775446920000;1775452200000;;iosMobileApp;55.7329939988826,37.5733253692705;317
1345884267;4057;Е424КР136;15738013;1775444280000;1775484000000;;androidMobileApp;55.6434992,37.5007082;441.33
1345899149;4217;Н905ЕУ777;1077884;1775450690765;1775452430765;;androidMobileApp;55.7491781,37.7142288;33.61
1345892744;4030;Р113КР977;2544472;1775449140000;1775449380000;;androidMobileApp;55.6313202,37.6187707;2
1345890493;6099;А629АХ977;697913;1775448360000;1775448780000;;iosMobileApp;55.7031317346739,37.9239028850246;4
1345900970;4079;Р304КУ797;4183540;1775451000000;1775452800000;;androidMobileApp;55.7554936,37.8252031;20
1345899140;0301;М426КН797;2223419;1775450640000;1775452200000;;yandex;;110.33
1345912717;3119;О855КМ799;572647;1775452620000;1775456220000;;iosMobileApp;;125
1345895420;0407;А814ЕМ977;5947159;1775449860000;1775451360000;sbp;androidMobileApp;;160
1345903287;0401;О256РВ777;2742946;1775451405491;1775451945491;;androidMobileApp;;108
1345890001;4216;А240ММ799;3654139;1775448180000;1775454600000;sbp;androidMobileApp;;247.34
1345893121;4007;В934ТУ197;3458401;1775449260000;1775449320000;;androidMobileApp;55.7739767,37.6926263;0.67
1345904247;4223;Н582СК05;8743805;1775451540000;1775451780000;bankCard;iosMobileApp;;3.67
1345893203;0505;Р146ВУ40;7786802;1775449260000;1775449800000;sbp;androidMobileApp;;53.34
1345904139;60106;Т058ТО750;2209585;1775451480000;1775451900000;;androidMobileApp;;4
1345903559;0303;С036МЕ190;5305929;1775451420000;1775455020000;sms;sms;;371
1345911508;4069;Н155СТ790;7548094;1775452440000;1775462400000;;iosMobileApp;;110.67
1345909648;0304;Р001КЕ750;2029039;1775452200000;1775455800000;bankCard;iosMobileApp;;380
1345877183;3105;К782КА550;11419984;1775428320000;1775429040000;;androidMobileApp;;11
1345870579;4027;Т083ТО777;5352489;1775422860000;1775424660000;;iosMobileApp;55.7680940594167,37.7394427908749;20
1345887134;4080;У983РН790;1223537;1775446800000;1775450880000;;iosMobileApp;;44.67
1345910119;4112;Н896ЕТ799;5863533;1775452260000;1775473140000;sbp;iosMobileApp;;845
1345905839;4222;К665УС95;8310880;1775451720000;1775455320000;;iosMobileApp;;80
1345904857;4029;Н179СС73;15557453;1775451600000;1775471400000;;androidMobileApp;;220
1345891920;4214;Х712СХ799;405143;1775448840000;1775456820000;bankCard;androidMobileApp;;162
1345889851;4058;В503ОО977;8033538;1775448120000;1775448300000;legalEntityAccount;androidMobileApp;55.6591268,37.5308847;1.33
1345890912;70005;А613ОХ799;1002767;1775448540000;1775449500000;sbp;iosMobileApp;;300
1345882682;4065;Р059МА977;6350010;1775441640000;1775441700000;;androidMobileApp;55.8432684,37.4753177;0.67
1345914042;3219;К497КС977;608992;1775452740000;1775489280000;;iosMobileApp;;812
1345893340;6089M;Е341НЕ790;2562336;1775449320000;1775498520000;;androidMobileApp;;546.67
1345893225;4218;Е543ТР797;8137226;1775449260000;1775450580000;;parkomatika;;21
1345901289;4169;Е508ВТ323;102774;1775451060000;1775452560000;;parkomatika;;34
1345875556;0305;О637КО977;729002;1775426460000;1775427120000;;androidMobileApp;55.7838333,37.6341628;33.33
1345889452;4096;А904АН190;5774732;1775447940000;1775462220000;;iosMobileApp;;158.67
1345891022;4094;С831ЕК797;8603370;1775448540000;1775452140000;bankCard;androidMobileApp;;40
1345896089;60106;У158СО777;13083950;1775450040000;1775450640000;;iosMobileApp;55.5786858732398,37.5748857111089;6
1345895545;4236;Х835ОЕ799;4764882;1775449920000;1775450520000;;androidMobileApp;0,0;9
1345871829;11203;Е610КМ62;11982909;1775423520000;1775424840000;;androidMobileApp;55.4378102,37.773209;17.5
1345905207;4033;А509НМ797;225026;1775451660000;1775484060000;;androidMobileApp;;360
1345882771;70021;Т382УК797;12808296;1775441880000;1775442600000;bankCard;iosMobileApp;;146.67
1345888280;4016;Е018УМ790;10264622;1775447400000;1775487300000;sbp;androidMobileApp;;886.66
1345909547;70046;М293ТО799;1187931;1775452200000;1775455800000;legalEntityAccount;iosMobileApp;;600
1345913370;4044;У644ЕМ977;7289099;1775452680000;1775456280000;;androidMobileApp;;40
1345902499;4216;К904КТ977;5546907;1775451240000;1775451600000;;iosMobileApp;55.7949780534742,37.6191850796309;5
1345894211;0411;Х508ХЕ797;8137226;1775449560000;1775450220000;;parkomatika;;33.33
1345886617;4074;Е510МС21;1878503;1775446500000;1775480700000;;iosMobileApp;55.9653093506843,37.4045594358888;380
1345913838;4034;Е216КА777;1360562;1775452740000;1775452800000;;iosMobileApp;;0.67
1345897091;3119;У644КН977;1132184;1775450220000;1775457060000;bankCard;iosMobileApp;55.7059981875087,37.6556202413932;225.5
1345904198;3119;А270РУ799;120707;1775451540000;1775455140000;;yandex;;123.5
1345878772;4050;М881ЕС199;9514509;1775430900000;1775462400000;bankCard;iosMobileApp;55.72205734,37.78022766;350
1345913405;4217;Е832НЕ799;775446;1775452680000;1775454480000;;yandex;;40
1345911210;4222;Т310УК197;7537089;1775452440000;1775456040000;bankCard;androidMobileApp;;80
1345882074;3207;Х062АК550;10697970;1775439960000;1775454360000;bankCard;androidMobileApp;55.7636841,37.6740001;255.33
1345875183;4293;О284ТА797;7028347;1775426100000;1775426220000;sbp;iosMobileApp;;2
1345884737;8042;М618ТУ82;11582313;1775444820000;1775446080000;;androidMobileApp;55.8026977,37.8027635;13.33
1345874094;4257;Н657ХТ75;6275716;1775422800000;1775425260000;;androidMobileApp;55.643996,37.5260521;41
1345907441;40105;О364ОО97;393409;1775451960000;1775462220000;;iosMobileApp;;114
1345885096;4027;Р959ТТ799;83617;1775445240000;1775483160000;;yandex;;421.33
1345904648;0316;М396ХЕ48;112290;1775451600000;1775455200000;sms;sms;;760
1345899366;4007;С513ХО89;4831608;1775450700000;1775451480000;;iosMobileApp;55.7704650288853,37.7124614096996;8
1345878580;4042;Н170АВ977;11519478;1775430540000;1775430660000;;legalEntitiesExternalApi;;0.67
1345896319;4212;Е333РВ777;4798647;1775450100000;1775464200000;;androidMobileApp;55.7772779,37.5512026;305
1345913825;0313;О400ТО99;2833776;1775452740000;1775456340000;sbp;iosMobileApp;;380
1345907579;0411;А871ЕР799;1766297;1775451960000;1775452500000;;iosMobileApp;;60
1345904350;4037;С715ТВ40;1243856;1775451540000;1775452320000;;androidMobileApp;55.7999571,37.4819958;8
1345908506;4115;О548ЕУ126;8420794;1775452080000;1775488200000;;iosMobileApp;;1480
1345909708;3108;Н316ВМ199;10102342;1775452260000;1775454060000;;androidMobileApp;;50
1345885762;0407;М130ТС69;8502189;1775445840000;1775446080000;;androidMobileApp;55.7609451,37.6505775;10
1345881913;4080;Х577СТ797;8346992;1775439480000;1775439840000;;androidMobileApp;55.6761333,37.7686133;3.33
1345901235;11205;В377МХ750;2102180;1775451060000;1775452380000;;androidMobileApp;55.2710803,37.8942924;17.5
1345894868;4103;А956АЕ250;102774;1775449740000;1775450400000;;parkomatika;;10
1345906746;40100;О983НХ199;6560144;1775451840000;1775458860000;;iosMobileApp;;78
1345873090;0306;Р191АН799;1863370;1775424360000;1775427720000;sms;sms;;183.33
1345911275;4077;Т588ХР799;6738026;1775452440000;1775456040000;;iosMobileApp;;40
1345885978;3208;Т150ВК550;2913324;1775446020000;1775447340000;;androidMobileApp;55.7352721,37.6481662;21
1345898145;5099;Н719ТР790;14494921;1775450460000;1775452380000;;androidMobileApp;;139.33
1345905565;4225;С833КК777;8028251;1775451720000;1775452260000;;androidMobileApp;;10.67
1345893825;70056;В462КК977;6241197;1775449440000;1775452080000;legalEntityAccount;androidMobileApp;;118.66
1345876705;4017;Р937ТН797;20571891;1775427660000;1775427900000;legalEntityAccount;sms;;6
1345902071;0510;К908НМ799;100847;1775451180000;1775457540000;;iosMobileApp;55.7320022075323,37.6181321201264;1013.33
1345884374;4012;Н063АВ977;11519478;1775444400000;1775444520000;;legalEntitiesExternalApi;;0.67
1345909705;4214;Н717УН799;1715849;1775452260000;1775455860000;;iosMobileApp;;80
1345889165;4274;С259ВС977;6235184;1775447820000;1775451480000;;androidMobileApp;55.79329,37.5160417;61
1345904766;4042;М425НР797;2946696;1775451600000;1775452200000;;androidMobileApp;55.7899933,37.7874467;6
1345911608;3007;К145ВА977;139398;1775452440000;1775456040000;;yandex;;40
1345898361;4296;М385ХН177;1683291;1775450520000;1775452140000;sms;sms;;57.34
1345904778;8120;М742КО777;5704647;1775451600000;1775451840000;;iosMobileApp;55.7179109927463,37.608654834477;5
1345886046;4035;М800ОТ799;1151173;1775446080000;1775447040000;;androidMobileApp;55.6545837,37.5564501;10
1345870901;42107;Х111РО177;9028936;1775422980000;1775433780000;;iosMobileApp;55.9676720759728,37.4178629659811;180
1345899897;4058;Т524КО77;2726042;1775450820000;1775454420000;;androidMobileApp;55.655348,37.496953;40
1345895490;4057;Т787АХ159;6195522;1775449860000;1775450100000;;yandex;;2
1345872809;4273;М730МК797;11519478;1775424180000;1775424840000;;legalEntitiesExternalApi;;10
1345899638;6287;С850ВМ797;8668626;1775450760000;1775451780000;sbp;androidMobileApp;;33.34
1345883614;8120;С908КС977;6290687;1775443380000;1775444580000;legalEntityAccount;androidMobileApp;55.7375075,37.6499758;19
1345886708;4293;А879ОУ799;4375364;1775446560000;1775480520000;;iosMobileApp;55.6984387569376,37.5644333573558;726.67
1345904877;4165;М151ЕК977;5704230;1775451600000;1775452260000;;iosMobileApp;;16.67
1345888513;8009;Р200КМ977;1074897;1775447520000;1775447940000;;iosMobileApp;;20
1345874689;6048;Т160СР797;11384632;1775425680000;1775453460000;sbp;iosMobileApp;;617.34
1345900469;4037;В465АТ977;6809690;1775450880000;1775454480000;;androidMobileApp;;40
1345884708;4057;К914ЕО35;8141111;1775444820000;1775482200000;bankCard;androidMobileApp;55.6457711,37.5446003;415.33
1345910012;4283;У062УК750;8509851;1775452260000;1775459460000;;androidMobileApp;;160
1345914094;4220;У820НС177;6162225;1775452740000;1775454540000;;iosMobileApp;;40
1345893036;0301;Р148ВТ126;1583926;1775449200000;1775449440000;;androidMobileApp;55.7411954,37.5954279;10
1345890698;4077;Р804НО977;281351;1775448420000;1775448720000;;androidMobileApp;55.8152733,37.7323225;2.67
1345872819;4114;С668РУ40;15954717;1775422860000;1775424300000;;androidMobileApp;;23
1345876793;0411;С437РН799;9691004;1775427780000;1775430300000;sbp;iosMobileApp;;273.34
1345912288;3207;Р131АС977;6562813;1775452560000;1775456160000;sbp;iosMobileApp;;80
1345910064;4236;Т134ТТ77;2891133;1775452260000;1775455860000;;iosMobileApp;;80
1345894425;70059;М919ХТ777;4432785;1775449620000;1775456820000;legalEntityAccount;androidMobileApp;55.7614157,37.6012496;323
1345886035;0302;А537СМ799;587371;1775446080000;1775447040000;legalEntityAccount;iosMobileApp;;100
1345888066;70005;М354УА799;1620191;1775447280000;1775448480000;;androidMobileApp;55.7754689,37.5832961;190
1345870994;40107;А878ХУ156;6154231;1775423040000;1775426280000;;iosMobileApp;55.9023285125542,37.4474944940831;35.33
1345889779;4025;Е727ЕР97;1614513;1775448060000;1775448240000;;androidMobileApp;55.7872426,37.6753221;1.33
1345878738;4025;М546НН977;1295990;1775426400000;1775444640000;;androidMobileApp;55.7903852,37.6904151;202.66
1345890578;4115;У214АА977;6830764;1775448420000;1775449680000;;androidMobileApp;55.7972179,37.5820263;20
1345901952;70004;М505ММ99;6781534;1775451180000;1775454780000;;iosMobileApp;;553.33
1345907931;4113;Н222ВХ777;148946;1775452020000;1775465940000;;iosMobileApp;;555
1345882236;0302;М523РН790;1222601;1775440500000;1775443140000;;yandex;;143.33
1345898743;3008;Н746НА790;2573676;1775450580000;1775494860000;legalEntityAccount;androidMobileApp;;1476
1345901566;0301;О282УК46;8633688;1775451120000;1775451780000;;iosMobileApp;;39.34
1345907188;3028;А045МХ177;5106081;1775451900000;1775492340000;;androidMobileApp;;449.33
1345908527;0301;Р297УО777;218533;1775452080000;1775453880000;;androidMobileApp;;190
1345907130;0410;О521МХ977;1937960;1775451900000;1775452080000;;iosMobileApp;;15
1345888947;70011;У878НО790;5495850;1775447760000;1775448180000;;androidMobileApp;55.7732434,37.6214993;10.67
1345892204;6090;Е096ТН69;16094342;1775448960000;1775449320000;;iosMobileApp;55.9847716157196,37.2119768842714;3.33
1345907229;2107;К340НО799;344081;1775451900000;1775455500000;;iosMobileApp;;280
1345891130;40105;Р466КУ197;1072086;1775448600000;1775449140000;;androidMobileApp;55.6813979,37.4932598;5.33
1345892504;4060;К485ОМ777;6527163;1775449080000;1775449620000;;androidMobileApp;;5.33
1345886268;4026;Р070НН799;8542075;1775446260000;1775487600000;;yandex;;459.33
1345891753;4214;А746КС799;2259339;1775448780000;1775450460000;;androidMobileApp;55.7980292,37.5496102;27
1345894327;4028;В111РМ90;1365401;1775449560000;1775450340000;;androidMobileApp;55.7403969,37.7063166;8
1345894915;6048;Е381НК799;412781;1775449740000;1775491200000;bankCard;iosMobileApp;55.7026773143735,37.8484930202487;460.67
1345888745;3108;У755ОС797;11519478;1775447640000;1775447880000;;legalEntitiesExternalApi;;3
1345891060;0305;С703УХ790;7238198;1775448600000;1775452200000;legalEntityAccount;iosMobileApp;;690
1345879051;4214;Х451ТС797;24001727;1775431500000;1775431680000;legalEntityAccount;sms;;6
1345885824;4234;Р574ТО797;9102237;1775445900000;1775447700000;;androidMobileApp;55.6897767,37.5752917;30
1345888481;60108;В339КЕ977;10275817;1775447520000;1775452500000;legalEntityAccount;androidMobileApp;55.5369412,37.5103694;55.33
1345899356;6099;Е193НА197;6358736;1775450700000;1775450880000;bankCard;iosMobileApp;;2.66
1345881418;42205;Е594ХВ750;5250546;1775437860000;1775441460000;;androidMobileApp;55.7634542,37.8622797;30
1345906475;4025;О987УА77;599142;1775451840000;1775452200000;;iosMobileApp;;3.33
1345903239;4067;В710НМ156;2681844;1775451360000;1775451780000;;androidMobileApp;55.6636834,37.4545506;4
1345903108;31101;Н588ОВ126;8559014;1775451360000;1775454960000;;iosMobileApp;55.6930301612747,37.909723515599;30
1345894538;3207;А443КН799;6163164;1775449620000;1775485080000;bankCard;androidMobileApp;;777
1345913356;4250;С521КА164;10191049;1775452680000;1775456280000;;iosMobileApp;;80
1345902167;4064;В187ВС550;5659345;1775451180000;1775452080000;;iosMobileApp;55.9680864310986,37.4181432358262;9.33
1345890561;4219;У877НС797;15960099;1775448360000;1775456100000;sbp;iosMobileApp;;308
1345901154;3108;Р514РА797;616100;1775451000000;1775484960000;;iosMobileApp;55.7348561237091,37.7063466952674;1375
1345896178;3101;Р717КР777;6093617;1775450040000;1775450640000;;iosMobileApp;55.7442528396943,37.5822391788579;9
1345907687;60123;О702НН799;10009588;1775451960000;1775452620000;;yandex;;6.67
1345913565;60104;А152АА197;274541;1775452680000;1775461200000;;iosMobileApp;;94.67
1345902249;4013;Н475КХ799;9242767;1775451180000;1775454780000;legalEntityAccount;androidMobileApp;;120
1345889526;4053;М885ЕО790;6708427;1775448000000;1775451600000;;iosMobileApp;55.6082767535163,37.7182499205038;40
1345900971;6048;А473АС799;831885;1775451000000;1775458200000;sbp;androidMobileApp;;160
1345905124;70010;Е172КК977;6271272;1775451660000;1775455260000;;androidMobileApp;55.7719986,37.6220116;206.67
1345884693;4022;Х733МХ977;18747640;1775444820000;1775445240000;;yandex;;4
1345900228;40116;Х650УА799;6708181;1775422800000;1775450940000;bankCard;iosMobileApp;55.882662001619,37.6388773885347;312.67
1345904584;4214;Н769КХ550;4204876;1775451600000;1775451720000;;yandex;;1.33
1345900410;4049;М686РЕ190;2305516;1775450880000;1775451660000;;iosMobileApp;55.7015848998499,37.7777803223932;8
1345889330;4013;О542РС750;1140897;1775447880000;1775448480000;;androidMobileApp;55.7705435,37.5167555;6
1345887089;6048;К484КТ797;252992;1775446800000;1775447160000;;androidMobileApp;55.6897289,37.8589026;3.33
1345871050;3104;О434СВ193;10228304;1775423040000;1775425920000;;iosMobileApp;55.8211975,37.55945968;47
1345891453;4027;С683МС197;6913024;1775448720000;1775449560000;;androidMobileApp;55.7905403,37.7352789;8.67
1345899713;4068;Т260ОС777;6861313;1775450760000;1775452140000;legalEntityAccount;androidMobileApp;;29.34
1345900984;4015;У767ХТ77;3694062;1775451000000;1775491440000;;androidMobileApp;55.7979048,37.5769081;449.33
1345910477;4283;Н533СО799;197308;1775452320000;1775455920000;;iosMobileApp;;80
1345879652;4221;Е886ХВ797;7263984;1775432760000;1775434080000;;androidMobileApp;;21
1345899122;4077;А207СО190;2898007;1775450640000;1775454240000;;androidMobileApp;55.814266,37.7136223;40
1345896106;4007;К996ТХ797;3693154;1775450040000;1775451060000;;androidMobileApp;55.7753117,37.7088;10.67
1345888655;4264;Н967АА250;6529567;1775447580000;1775448000000;;androidMobileApp;;6
1345914072;4216;М095АУ977;1134119;1775452740000;1775456340000;;iosMobileApp;;80
1345911358;4076;С878ТМ799;1266097;1775452440000;1775456040000;;iosMobileApp;;40
1345891917;3105;Н089ВН250;8400657;1775448840000;1775455260000;;androidMobileApp;55.7853946,37.6295692;173.5
1345873032;40116;М232КО797;8596837;1775424300000;1775456700000;sms;sms;;720
1345872849;0407;А755ОК977;2765861;1775424180000;1775425980000;;androidMobileApp;55.76165,37.6631816;96.67
1345896369;4036;В032ЕК790;2289678;1775450100000;1775450340000;;yandex;;2
1345903423;4225;Е185КТ977;831717;1775451420000;1775452320000;;androidMobileApp;55.791522755497,37.6661903149977;17.67
1345880638;6048;М754МК797;11519478;1775435400000;1775435640000;;legalEntitiesExternalApi;;2
1345876544;70005;К339ЕУ46;8948581;1775427480000;1775431080000;sbp;androidMobileApp;;120
1345907983;4013;А937ТУ797;1288637;1775452020000;1775453820000;;iosMobileApp;;20
1345873071;0306;О415НЕ799;10076227;1775424360000;1775426220000;bankCard;iosMobileApp;55.7760471849966,37.658088086255;100
1345894656;4235;Н062АВ77;8104871;1775449680000;1775486580000;;parkomatika;;809.33
1345871045;0307;К499КХ76;15862695;1775423040000;1775432340000;sbp;iosMobileApp;;1026.66
1345874642;70052;В932ХТ797;11112572;1775425620000;1775428380000;sbp;iosMobileApp;;300
1345894997;42107;М225ВА799;8104871;1775449740000;1775452800000;;parkomatika;;56.33
1345895730;4035;Е830ОТ797;10573253;1775449920000;1775450160000;;androidMobileApp;55.6790739,37.5600616;2
1345891693;4216;Р494НА977;7347783;1775448780000;1775449320000;;iosMobileApp;55.7952547714916,37.5996139259846;8
1345908541;0310;У967ОТ799;701791;1775452080000;1775455680000;;iosMobileApp;;380
1345907786;0306;Х555ХТ777;7632139;1775452020000;1775455980000;sbp;iosMobileApp;;418
1345911140;70026;Х774АК797;6090749;1775452380000;1775455980000;bankCard;androidMobileApp;;286.67
1345886992;3108;О259НК977;21867621;1775446740000;1775449140000;legalEntityAccount;androidMobileApp;;78
1345897975;4017;Х654АУ199;11179747;1775450400000;1775457600000;;androidMobileApp;55.7573121,37.691666;80
1345888099;70037;А265ТА797;16110613;1775447280000;1775447700000;legalEntityAccount;androidMobileApp;55.7630502,37.6040003;0
1345884207;4080;О389РР33;11228559;1775444160000;1775449800000;;androidMobileApp;55.6737183,37.7873867;62
1345874848;3108;К640КС122;8291838;1775422800000;1775427600000;sbp;iosMobileApp;;160
1345895090;4171;Н145ВН799;10133639;1775449800000;1775452560000;sbp;androidMobileApp;;110
1345870931;2433;М908ЕТ550;13334030;1775422980000;1775459940000;;iosMobileApp;59.9193824030648,30.2845344213324;231.93
1345872199;60121;О270ВЕ777;8440440;1775423760000;1775423940000;;iosMobileApp;56.0013983678594,37.211426356842;1.33
1345891300;4070;Н877НА797;10871010;1775448660000;1775455860000;;yandex;;80
1345903623;60123;С600ВЕ197;2795584;1775451420000;1775455020000;sms;sms;;80
1345875979;4219;А312НВ134;12031766;1775426880000;1775427420000;;androidMobileApp;55.6987417,37.6378708;8
1345898839;4033;В459МО977;5769969;1775450580000;1775454180000;;androidMobileApp;55.6764096,37.5994797;40
1345913802;0310;К054ЕР13;381258;1775452740000;1775454540000;;androidMobileApp;;190
1345883360;4249;М997ТВ797;9654392;1775442960000;1775444160000;;androidMobileApp;55.70375579,37.77452393;19
1345906192;60108;Р424ВС977;5936038;1775451780000;1775452140000;;iosMobileApp;;3.33
1345889061;6087;Р093ХР799;772807;1775447820000;1775451120000;;iosMobileApp;55.9705102918102,37.413995177059;36
1345905278;4171;У553ММ977;7983734;1775451660000;1775451900000;;androidMobileApp;;5
1345906686;4035;Т024ВВ799;1960618;1775451840000;1775452440000;sms;sms;;6
1345882199;60123;Т385СЕ797;16387571;1775440380000;1775440500000;legalEntityAccount;sms;;2.01
1345904666;4044;У276МН30;13326482;1775451600000;1775452020000;;iosMobileApp;55.7449796051309,37.7656751778328;4
1345900540;4082;Р940АК550;8583185;1775450880000;1775452740000;;iosMobileApp;55.6433599513063,37.6669430033029;20
1345907401;4034;Т909ВА774;11123747;1775451960000;1775453760000;;yandex;;20
1345907584;4035;Р121УУ123;3351529;1775451960000;1775459160000;;androidMobileApp;;80
1345893177;8209;К515СА150;16155953;1775449260000;1775449620000;;androidMobileApp;;16.67
1345904090;4288;М437АН977;5842163;1775451480000;1775452380000;;androidMobileApp;55.8439882,37.5509363;18
1345910528;4066;Н771ОВ777;2786194;1775452320000;1775466300000;;androidMobileApp;;155.33
1345897827;70053;Н535МН977;1969583;1775450400000;1775451300000;legalEntityAccount;androidMobileApp;;93.34
1345904445;4037;К779ХХ799;8486254;1775451540000;1775483100000;;iosMobileApp;55.9824183412123,37.4126988005556;350.67
1345908667;4036;К599АХ777;693406;1775452080000;1775452620000;sms;sms;;5.33
1345890777;3205;М999СТ197;2241266;1775448480000;1775451780000;;iosMobileApp;55.7872698246604,37.6170754371664;54.67
1345884500;4217;А018СО790;8706838;1775444520000;1775446020000;legalEntityAccount;androidMobileApp;;48
1345902019;0309;А876ВА154;8436073;1775451180000;1775455320000;bankCard;iosMobileApp;55.7255258582626,37.6201891648465;416
1345884856;0303;Р259УТ799;6818879;1775445000000;1775445300000;;androidMobileApp;;13.33
1345892134;4037;В169ВВ90;1744938;1775448960000;1775449200000;;androidMobileApp;55.9794549,37.4031862;2
1345895800;3205;С485ЕХ977;8794519;1775449980000;1775452140000;;iosMobileApp;55.7865365364691,37.6406102834297;37.67
1345896886;4217;Р804ХР790;6153609;1775450220000;1775457420000;;androidMobileApp;55.6785651,37.6332237;152.33
1345883932;31101;Н807РМ799;2177115;1775422800000;1775445180000;;androidMobileApp;55.6897674,37.9045886;186
1345883686;4125;Н520РО190;9691119;1775443500000;1775447100000;;androidMobileApp;55.7904006,37.6796831;60
1345899308;0401;Е667АТ977;96610;1775450700000;1775452680000;sms;sms;;355
1345905129;4115;Е445УА799;3274211;1775451660000;1775451900000;;iosMobileApp;55.860110976418,37.5227383390516;5
1345898407;4093;Р722АА750;6989733;1775450520000;1775454120000;;androidMobileApp;55.6886927,37.5330668;40
1345901449;4055;Р578ОМ797;11519478;1775451060000;1775454660000;;legalEntitiesExternalApi;;40
1345872126;3104;В452КР37;6465660;1775422800000;1775426520000;;iosMobileApp;55.7787691737109,37.613069326447;61
1345886112;4027;С580УТ750;7970663;1775446140000;1775467620000;;androidMobileApp;55.7734382,37.7392663;238.67
1345895610;4057;Р724АМ977;7604783;1775449920000;1775450760000;;iosMobileApp;55.6482995347503,37.5379044452501;8.67
1345899375;60123;Н182АВ797;1141033;1775450700000;1775452560000;;iosMobileApp;55.5939498431216,37.4587706873212;20
1345907409;0301;Р729УА799;2884330;1775451960000;1775452440000;;iosMobileApp;;44.33
1345909207;4034;В808ЕМ977;1405906;1775452140000;1775452560000;;androidMobileApp;;4
1345879475;4083;Т554ТМ797;28284841;1775432340000;1775435220000;;androidMobileApp;;31.33
1345898910;4019;О737ТС797;3258217;1775450640000;1775484060000;bankCard;iosMobileApp;;371.33
1345872283;0502;К600СО197;1157940;1775423820000;1775423940000;;androidMobileApp;;3.33
1345871847;4017;М604УУ799;9657145;1775423520000;1775423820000;;androidMobileApp;;2.67
1345902028;60121;В457МХ790;3727419;1775451180000;1775461980000;bankCard;iosMobileApp;;120
1345898189;4115;О556АУ250;6292229;1775450460000;1775450700000;;androidMobileApp;45.0343208,33.9706216;3
1345909517;0318;Т756ВК197;516506;1775452200000;1775452380000;;androidMobileApp;;12.67
1345904055;4058;Е119ТВ797;5175876;1775451480000;1775462400000;;iosMobileApp;55.65348424993,37.50012730465;121.33
1345893043;3105;Т071ХВ150;8767838;1775449200000;1775449260000;;yandex;;1
1345912959;6099;С281РС790;8278470;1775452620000;1775452800000;sbp;iosMobileApp;;1.33
1345890564;4219;Х393РХ799;823589;1775448360000;1775449080000;;iosMobileApp;55.6945329040965,37.6330522336307;11
1345887973;8120;А893ТН797;8137226;1775447220000;1775451720000;;parkomatika;;76.33
1345904491;6085;Р841НО977;10738707;1775451540000;1775451960000;;androidMobileApp;;4
1345871763;4055;М162УС197;14080300;1775423460000;1775423640000;;yandex;;1.33
1345877491;4067;О444ВР777;581763;1775428740000;1775428920000;;yandex;;1.33
1345890584;4080;В451УА797;24015495;1775448420000;1775448480000;legalEntityAccount;sms;;2.01
1345870507;4096;В303РЕ799;7385089;1775422800000;1775451060000;sbp;androidMobileApp;;628
1345904367;4027;О238КМ977;6364097;1775451540000;1775453340000;;androidMobileApp;55.7723735,37.7345508;20
1345904164;0308;С341НН977;7915108;1775451480000;1775451900000;legalEntityAccount;iosMobileApp;;64
1345903694;4037;Т382УВ797;6724958;1775451420000;1775452020000;;iosMobileApp;55.9816658425451,37.4095802112671;6
1345895519;51201;О249ЕМ550;1711287;1775449860000;1775479620000;;iosMobileApp;;330.67
1345895861;4007;Х770ВС799;2564017;1775449980000;1775466720000;bankCard;androidMobileApp;55.7803675,37.6842711;186
1345903371;4115;У959ЕР977;1702591;1775451360000;1775452200000;;androidMobileApp;55.7945098,37.5824171;15
1345873599;0303;В474УА797;10351109;1775424780000;1775425020000;;androidMobileApp;55.7659759,37.5721311;10
